Feature,Importance
blue_champ1_Talon,0.0
blue_champ1_Taric,0.0
blue_champ1_Teemo,0.0
blue_champ1_Thresh,0.0
blue_champ1_Trundle,0.0
blue_champ1_Tryndamere,0.0
blue_champ1_TwistedFate,0.0
blue_champ1_Udyr,0.0
blue_champ1_Urgot,0.0
blue_champ1_Varus,0.0
blue_champ1_Vayne,0.0
blue_champ1_Veigar,0.0
blue_champ1_Velkoz,0.0
blue_champ1_Vex,0.0
blue_champ1_Viego,0.0
blue_champ1_Viktor,0.0
red_champ5_Sylas,0.0
blue_champ1_Volibear,0.0
blue_champ1_Warwick,0.0
blue_champ1_Xerath,0.0
blue_champ1_XinZhao,0.0
blue_champ1_Yasuo,0.0
blue_champ1_Yone,0.0
blue_champ1_Yorick,0.0
blue_champ1_Zac,0.0
blue_champ1_Zed,0.0
blue_champ1_Zilean,0.0
red_champ5_Syndra,0.0
blue_champ2_Ahri,0.0
blue_champ2_Akali,0.0
blue_champ2_Alistar,0.0
blue_champ2_Ambessa,0.0
blue_champ2_Amumu,0.0
blue_champ2_Aphelios,0.0
blue_champ2_Ashe,0.0
blue_champ2_AurelionSol,0.0
blue_champ2_Azir,0.0
blue_champ2_Bard,0.0
blue_champ2_Belveth,0.0
blue_champ2_Blitzcrank,0.0
blue_champ2_Brand,0.0
blue_champ2_Braum,0.0
blue_champ2_Briar,0.0
blue_champ2_Caitlyn,0.0
blue_champ2_Camille,0.0
blue_champ2_Cassiopeia,0.0
blue_champ2_Chogath,0.0
blue_champ2_Corki,0.0
blue_champ2_Darius,0.0
blue_champ2_Diana,0.0
blue_champ2_DrMundo,0.0
blue_champ2_Ekko,0.0
blue_champ2_Elise,0.0
blue_champ2_Evelynn,0.0
blue_champ2_Ezreal,0.0
blue_champ2_FiddleSticks,0.0
blue_champ2_Galio,0.0
blue_champ2_Garen,0.0
blue_champ2_Gnar,0.0
blue_champ2_Gragas,0.0
blue_champ2_Graves,0.0
blue_champ2_Gwen,0.0
blue_champ2_Hecarim,0.0
blue_champ2_Hwei,0.0
blue_champ2_Irelia,0.0
blue_champ2_Ivern,0.0
blue_champ2_JarvanIV,0.0
blue_champ2_Jax,0.0
blue_champ2_Jayce,0.0
red_champ5_TahmKench,0.0
blue_champ2_Jinx,0.0
blue_champ2_KSante,0.0
blue_champ2_Kaisa,0.0
blue_champ2_Karma,0.0
blue_champ2_Karthus,0.0
blue_champ2_Kayn,0.0
blue_champ2_Khazix,0.0
blue_champ2_Kindred,0.0
blue_champ2_LeeSin,0.0
blue_champ2_Leona,0.0
blue_champ2_Lillia,0.0
blue_champ2_Lissandra,0.0
blue_champ2_Lucian,0.0
blue_champ2_Malphite,0.0
blue_champ2_Malzahar,0.0
blue_champ2_Maokai,0.0
blue_champ2_MasterYi,0.0
blue_champ2_Mel,0.0
blue_champ2_MissFortune,0.0
blue_champ2_MonkeyKing,0.0
blue_champ2_Mordekaiser,0.0
blue_champ2_Morgana,0.0
blue_champ2_Naafiri,0.0
blue_champ2_Nami,0.0
blue_champ2_Nasus,0.0
blue_champ2_Nautilus,0.0
blue_champ2_Neeko,0.0
blue_champ2_Nidalee,0.0
blue_champ2_Nilah,0.0
red_champ5_Talon,0.0
blue_champ2_Nunu,0.0
blue_champ2_Olaf,0.0
blue_champ2_Orianna,0.0
blue_champ2_Ornn,0.0
blue_champ2_Pantheon,0.0
blue_champ2_Poppy,0.0
blue_champ2_Pyke,0.0
blue_champ2_Qiyana,0.0
blue_champ2_Rammus,0.0
blue_champ2_RekSai,0.0
blue_champ2_Rengar,0.0
blue_champ2_Riven,0.0
blue_champ2_Rumble,0.0
blue_champ2_Sejuani,0.0
blue_champ2_Sett,0.0
blue_champ2_Shaco,0.0
blue_champ2_Shen,0.0
blue_champ2_Shyvana,0.0
blue_champ2_Singed,0.0
blue_champ2_Sion,0.0
blue_champ2_Skarner,0.0
blue_champ2_Swain,0.0
blue_champ2_Sylas,0.0
blue_champ2_TahmKench,0.0
blue_champ2_Taliyah,0.0
blue_champ2_Talon,0.0
blue_champ2_Taric,0.0
red_champ5_Taric,0.0
blue_champ2_Thresh,0.0
blue_champ2_Tryndamere,0.0
blue_champ2_Twitch,0.0
blue_champ2_Udyr,0.0
red_champ5_Teemo,0.0
blue_champ2_Varus,0.0
blue_champ2_Vayne,0.0
blue_champ2_Veigar,0.0
blue_champ2_Vi,0.0
blue_champ2_Viego,0.0
blue_champ2_Viktor,0.0
blue_champ2_Vladimir,0.0
blue_champ2_Volibear,0.0
blue_champ2_Warwick,0.0
blue_champ2_Xayah,0.0
blue_champ2_XinZhao,0.0
blue_champ2_Yasuo,0.0
blue_champ2_Yone,0.0
blue_champ2_Yuumi,0.0
red_champ5_Thresh,0.0
blue_champ2_Zed,0.0
blue_champ2_Zeri,0.0
blue_champ2_Ziggs,0.0
blue_champ2_Zoe,0.0
blue_champ2_Zyra,0.0
blue_champ3_Aatrox,0.0
blue_champ3_Ahri,0.0
blue_champ3_Akali,0.0
blue_champ3_Akshan,0.0
blue_champ3_Alistar,0.0
blue_champ3_Ambessa,0.0
blue_champ3_Amumu,0.0
blue_champ3_Anivia,0.0
blue_champ3_Annie,0.0
blue_champ3_Aphelios,0.0
blue_champ3_AurelionSol,0.0
blue_champ3_Aurora,0.0
blue_champ3_Azir,0.0
blue_champ3_Belveth,0.0
blue_champ3_Brand,0.0
blue_champ3_Briar,0.0
blue_champ3_Caitlyn,0.0
blue_champ3_Camille,0.0
blue_champ3_Cassiopeia,0.0
blue_champ3_Chogath,0.0
blue_champ3_Corki,0.0
blue_champ3_Darius,0.0
blue_champ3_Diana,0.0
blue_champ3_DrMundo,0.0
blue_champ3_Draven,0.0
blue_champ3_Ekko,0.0
red_champ5_TwistedFate,0.0
blue_champ3_Ezreal,0.0
blue_champ3_FiddleSticks,0.0
blue_champ3_Fiora,0.0
blue_champ3_Fizz,0.0
blue_champ3_Galio,0.0
blue_champ3_Gangplank,0.0
blue_champ3_Garen,0.0
blue_champ3_Gnar,0.0
blue_champ3_Gragas,0.0
blue_champ3_Graves,0.0
blue_champ3_Gwen,0.0
blue_champ3_Hecarim,0.0
blue_champ3_Heimerdinger,0.0
blue_champ3_Hwei,0.0
blue_champ3_Irelia,0.0
blue_champ3_Janna,0.0
blue_champ3_JarvanIV,0.0
blue_champ3_Jax,0.0
blue_champ3_Jayce,0.0
blue_champ3_Jhin,0.0
blue_champ3_Jinx,0.0
blue_champ3_KSante,0.0
blue_champ3_Kaisa,0.0
blue_champ3_Kalista,0.0
blue_champ3_Karma,0.0
blue_champ3_Kassadin,0.0
blue_champ3_Katarina,0.0
blue_champ3_Kayle,0.0
blue_champ3_Kayn,0.0
blue_champ3_Kennen,0.0
blue_champ3_Kindred,0.0
blue_champ3_Kled,0.0
blue_champ3_KogMaw,0.0
blue_champ3_Leblanc,0.0
blue_champ3_LeeSin,0.0
blue_champ3_Leona,0.0
blue_champ3_Lissandra,0.0
blue_champ3_Lucian,0.0
blue_champ3_Lulu,0.0
blue_champ3_Lux,0.0
blue_champ3_Malphite,0.0
blue_champ3_Malzahar,0.0
blue_champ3_Mel,0.0
blue_champ3_Milio,0.0
blue_champ3_MissFortune,0.0
blue_champ3_MonkeyKing,0.0
blue_champ3_Mordekaiser,0.0
blue_champ3_Morgana,0.0
blue_champ3_Naafiri,0.0
blue_champ3_Nami,0.0
blue_champ3_Nasus,0.0
blue_champ3_Nautilus,0.0
blue_champ3_Neeko,0.0
blue_champ3_Nidalee,0.0
blue_champ3_Nunu,0.0
blue_champ3_Olaf,0.0
red_champ5_Twitch,0.0
blue_champ3_Ornn,0.0
blue_champ3_Pantheon,0.0
blue_champ3_Poppy,0.0
blue_champ3_Pyke,0.0
blue_champ3_Qiyana,0.0
blue_champ3_Quinn,0.0
blue_champ3_RekSai,0.0
blue_champ3_Rell,0.0
blue_champ3_Renekton,0.0
blue_champ3_Rengar,0.0
blue_champ3_Riven,0.0
blue_champ3_Rumble,0.0
blue_champ3_Ryze,0.0
blue_champ3_Samira,0.0
blue_champ3_Sejuani,0.0
blue_champ3_Senna,0.0
blue_champ3_Seraphine,0.0
blue_champ3_Sett,0.0
blue_champ3_Shaco,0.0
blue_champ3_Shen,0.0
blue_champ3_Shyvana,0.0
blue_champ3_Singed,0.0
blue_champ3_Sion,0.0
blue_champ3_Sivir,0.0
blue_champ3_Skarner,0.0
blue_champ3_Smolder,0.0
blue_champ3_Sona,0.0
blue_champ3_Soraka,0.0
blue_champ3_Swain,0.0
blue_champ3_Sylas,0.0
blue_champ3_Syndra,0.0
blue_champ3_Taliyah,0.0
blue_champ3_Talon,0.0
blue_champ3_Taric,0.0
blue_champ3_Thresh,0.0
blue_champ3_Tristana,0.0
blue_champ3_Tryndamere,0.0
blue_champ3_TwistedFate,0.0
blue_champ3_Twitch,0.0
blue_champ3_Udyr,0.0
blue_champ3_Urgot,0.0
blue_champ3_Varus,0.0
blue_champ3_Vayne,0.0
blue_champ3_Veigar,0.0
blue_champ3_Velkoz,0.0
blue_champ3_Vex,0.0
blue_champ3_Vi,0.0
blue_champ3_Viego,0.0
blue_champ3_Viktor,0.0
blue_champ3_Vladimir,0.0
red_champ5_Urgot,0.0
blue_champ3_Warwick,0.0
blue_champ3_Xayah,0.0
blue_champ3_Xerath,0.0
blue_champ3_XinZhao,0.0
blue_champ3_Yasuo,0.0
blue_champ3_Yone,0.0
blue_champ3_Yorick,0.0
blue_champ3_Yuumi,0.0
blue_champ3_Zac,0.0
blue_champ3_Zed,0.0
blue_champ3_Zeri,0.0
blue_champ3_Ziggs,0.0
blue_champ3_Zilean,0.0
blue_champ3_Zoe,0.0
blue_champ3_Zyra,0.0
blue_champ4_Ahri,0.0
blue_champ4_Akali,0.0
blue_champ4_Akshan,0.0
blue_champ4_Alistar,0.0
blue_champ4_Anivia,0.0
blue_champ4_Aphelios,0.0
blue_champ4_Ashe,0.0
blue_champ4_AurelionSol,0.0
blue_champ4_Aurora,0.0
blue_champ4_Azir,0.0
blue_champ4_Brand,0.0
blue_champ4_Caitlyn,0.0
blue_champ4_Cassiopeia,0.0
blue_champ4_Chogath,0.0
blue_champ4_Corki,0.0
tripleKills,0.0
blue_champ4_DrMundo,0.0
blue_champ4_Draven,0.0
blue_champ4_Ekko,0.0
blue_champ4_Elise,0.0
blue_champ4_Evelynn,0.0
blue_champ4_Ezreal,0.0
blue_champ4_Fiora,0.0
blue_champ4_Galio,0.0
blue_champ4_Gragas,0.0
blue_champ4_Graves,0.0
blue_champ4_Gwen,0.0
blue_champ4_Heimerdinger,0.0
blue_champ4_Hwei,0.0
blue_champ4_Illaoi,0.0
blue_champ4_Irelia,0.0
blue_champ4_Janna,0.0
blue_champ4_JarvanIV,0.0
blue_champ4_Jax,0.0
blue_champ4_Jayce,0.0
blue_champ4_Jhin,0.0
blue_champ4_Jinx,0.0
blue_champ4_KSante,0.0
blue_champ4_Kaisa,0.0
blue_champ4_Kalista,0.0
blue_champ4_Karma,0.0
blue_champ4_Karthus,0.0
blue_champ4_Katarina,0.0
blue_champ4_Kindred,0.0
blue_champ4_KogMaw,0.0
blue_champ4_LeeSin,0.0
blue_champ4_Leona,0.0
blue_champ4_Lissandra,0.0
blue_champ4_Lucian,0.0
blue_champ4_Lulu,0.0
blue_champ4_Lux,0.0
blue_champ4_Malphite,0.0
blue_champ4_Malzahar,0.0
blue_champ4_MasterYi,0.0
blue_champ4_Mel,0.0
blue_champ4_Milio,0.0
blue_champ4_MissFortune,0.0
blue_champ4_Nami,0.0
enemyVisionPings,0.0
blue_champ4_Nautilus,0.0
holdPings,0.0
blue_champ4_Nilah,0.0
blue_champ4_Nunu,0.0
blue_champ4_Olaf,0.0
blue_champ4_Orianna,0.0
blue_champ4_Ornn,0.0
blue_champ4_Poppy,0.0
blue_champ4_Pyke,0.0
blue_champ4_Qiyana,0.0
blue_champ4_Quinn,0.0
blue_champ4_Rakan,0.0
blue_champ4_RekSai,0.0
blue_champ4_Rell,0.0
blue_champ4_Rengar,0.0
blue_champ4_Riven,0.0
blue_champ4_Ryze,0.0
blue_champ4_Samira,0.0
blue_champ4_Senna,0.0
blue_champ4_Seraphine,0.0
blue_champ4_Singed,0.0
blue_champ4_Sion,0.0
blue_champ4_Sivir,0.0
blue_champ4_Smolder,0.0
blue_champ4_Sona,0.0
blue_champ4_Swain,0.0
blue_champ4_Sylas,0.0
blue_champ4_Syndra,0.0
blue_champ4_TahmKench,0.0
blue_champ4_Taliyah,0.0
blue_champ4_Taric,0.0
getBackPings,0.0
blue_champ4_Thresh,0.0
blue_champ4_Tristana,0.0
blue_champ4_TwistedFate,0.0
blue_champ4_Twitch,0.0
blue_champ4_Urgot,0.0
blue_champ4_Varus,0.0
blue_champ4_Vayne,0.0
blue_champ4_Veigar,0.0
blue_champ4_Velkoz,0.0
blue_champ4_Vex,0.0
blue_champ4_Viego,0.0
blue_champ4_Viktor,0.0
blue_champ4_Vladimir,0.0
blue_champ4_Xayah,0.0
blue_champ4_Xerath,0.0
blue_champ4_XinZhao,0.0
blue_champ4_Yasuo,0.0
blue_champ4_Yone,0.0
blue_champ4_Yuumi,0.0
blue_champ4_Zac,0.0
blue_champ4_Zed,0.0
blue_champ4_Zeri,0.0
blue_champ4_Ziggs,0.0
blue_champ4_Zilean,0.0
blue_champ4_Zoe,0.0
pushPings,0.0
blue_champ5_Aatrox,0.0
blue_champ5_Ahri,0.0
blue_champ5_Akshan,0.0
blue_champ5_Alistar,0.0
blue_champ5_Ambessa,0.0
blue_champ5_Amumu,0.0
blue_champ5_Anivia,0.0
blue_champ5_Annie,0.0
blue_champ5_Ashe,0.0
blue_champ5_Aurora,0.0
blue_champ5_Azir,0.0
blue_champ5_Bard,0.0
blue_champ5_Belveth,0.0
blue_champ5_Blitzcrank,0.0
blue_champ5_Brand,0.0
visionScore,0.0
blue_champ5_Caitlyn,0.0
blue_champ5_Camille,0.0
blue_champ5_Cassiopeia,0.0
blue_champ5_Chogath,0.0
blue_champ5_Corki,0.0
blue_champ5_Darius,0.0
blue_champ5_Diana,0.0
blue_champ5_Elise,0.0
blue_champ5_Ezreal,0.0
blue_champ5_FiddleSticks,0.0
blue_champ5_Fiora,0.0
blue_champ5_Galio,0.0
blue_champ5_Garen,0.0
blue_champ5_Gragas,0.0
blue_champ5_Heimerdinger,0.0
blue_champ5_Hwei,0.0
blue_champ5_Irelia,0.0
blue_champ5_Ivern,0.0
blue_champ5_Janna,0.0
blue_champ5_Jax,0.0
blue_champ5_Jayce,0.0
blue_champ5_Jhin,0.0
blue_champ5_Kaisa,0.0
blue_champ5_Karma,0.0
blue_champ5_Katarina,0.0
visionClearedPings,0.0
blue_champ5_Kennen,0.0
blue_champ5_Khazix,0.0
blue_champ5_Kled,0.0
blue_champ5_Leblanc,0.0
blue_champ5_LeeSin,0.0
blue_champ5_Leona,0.0
blue_champ5_Lillia,0.0
blue_champ5_Lulu,0.0
blue_champ5_Lux,0.0
blue_champ5_Malphite,0.0
blue_champ5_Maokai,0.0
blue_champ5_MasterYi,0.0
blue_champ5_Mel,0.0
blue_champ5_Milio,0.0
blue_champ5_MissFortune,0.0
blue_champ5_MonkeyKing,0.0
blue_champ5_Morgana,0.0
blue_champ5_Nami,0.0
blue_champ5_Nautilus,0.0
blue_champ5_Neeko,0.0
blue_champ5_Nocturne,0.0
blue_champ5_Nunu,0.0
blue_champ5_Orianna,0.0
blue_champ5_Ornn,0.0
blue_champ5_Pantheon,0.0
blue_champ5_Poppy,0.0
blue_champ5_Pyke,0.0
blue_champ5_Qiyana,0.0
blue_champ5_Rakan,0.0
blue_champ5_Rammus,0.0
blue_champ5_RekSai,0.0
blue_champ5_Rell,0.0
blue_champ5_Renata,0.0
blue_champ5_Renekton,0.0
blue_champ5_Rengar,0.0
blue_champ5_Riven,0.0
blue_champ5_Ryze,0.0
blue_champ5_Sejuani,0.0
blue_champ5_Senna,0.0
blue_champ5_Seraphine,0.0
blue_champ5_Sett,0.0
blue_champ5_Shaco,0.0
blue_champ5_Shen,0.0
blue_champ5_Singed,0.0
blue_champ5_Sivir,0.0
blue_champ5_Skarner,0.0
blue_champ5_Sona,0.0
blue_champ5_Soraka,0.0
blue_champ5_Swain,0.0
blue_champ5_Sylas,0.0
blue_champ5_Syndra,0.0
blue_champ5_TahmKench,0.0
visionWardsBoughtInGame,0.0
blue_champ5_Taric,0.0
blue_champ5_Teemo,0.0
blue_champ5_Thresh,0.0
blue_champ5_Trundle,0.0
blue_champ5_TwistedFate,0.0
blue_champ5_Twitch,0.0
blue_champ5_Urgot,0.0
blue_champ5_Varus,0.0
blue_champ5_Veigar,0.0
blue_champ5_Velkoz,0.0
blue_champ5_Vi,0.0
blue_champ5_Viego,0.0
wardsPlaced,0.0
blue_champ5_Volibear,0.0
blue_champ5_Xerath,0.0
blue_champ5_XinZhao,0.0
blue_champ5_Yasuo,0.0
blue_champ5_Yone,0.0
blue_champ5_Yuumi,0.0
blue_champ5_Zac,0.0
sightWardsBoughtInGame,0.0
blue_champ5_Ziggs,0.0
blue_champ5_Zilean,0.0
blue_champ5_Zoe,0.0
blue_champ5_Zyra,0.0
detectorWardsPlaced,0.0
red_champ1_Ahri,0.0
red_champ1_Akali,0.0
red_champ1_Akshan,0.0
red_champ1_Alistar,0.0
red_champ1_Ambessa,0.0
red_champ1_Amumu,0.0
red_champ1_Anivia,0.0
red_champ1_Annie,0.0
red_champ1_Ashe,0.0
red_champ1_AurelionSol,0.0
red_champ1_Aurora,0.0
red_champ1_Azir,0.0
red_champ1_Belveth,0.0
red_champ1_Braum,0.0
red_champ1_Briar,0.0
red_champ1_Caitlyn,0.0
red_champ1_Camille,0.0
red_champ1_Cassiopeia,0.0
red_champ1_Chogath,0.0
red_champ1_Corki,0.0
red_champ1_Darius,0.0
red_champ1_DrMundo,0.0
red_champ1_Draven,0.0
red_champ1_Ekko,0.0
red_champ1_Elise,0.0
red_champ1_Ezreal,0.0
red_champ1_FiddleSticks,0.0
red_champ1_Fiora,0.0
red_champ1_Fizz,0.0
red_champ1_Galio,0.0
red_champ1_Gangplank,0.0
baronKills,0.0
red_champ1_Gnar,0.0
red_champ1_Gragas,0.0
red_champ1_Gwen,0.0
red_champ1_Heimerdinger,0.0
red_champ1_Hwei,0.0
red_champ1_Illaoi,0.0
red_champ1_Irelia,0.0
red_champ1_Janna,0.0
red_champ1_JarvanIV,0.0
red_champ1_Jax,0.0
red_champ1_Jayce,0.0
red_champ1_Jinx,0.0
red_champ1_KSante,0.0
red_champ1_Kaisa,0.0
red_champ1_Kalista,0.0
red_champ1_Karma,0.0
red_champ1_Kassadin,0.0
red_champ1_Kayle,0.0
red_champ1_Kayn,0.0
red_champ1_Kennen,0.0
red_champ1_Kindred,0.0
red_champ1_Kled,0.0
red_champ1_KogMaw,0.0
red_champ1_LeeSin,0.0
red_champ1_Lillia,0.0
red_champ1_Lissandra,0.0
red_champ1_Lucian,0.0
red_champ1_Lulu,0.0
red_champ1_Lux,0.0
dragonKills,0.0
red_champ1_Malzahar,0.0
red_champ1_Maokai,0.0
red_champ1_MasterYi,0.0
objectivesStolen,0.0
red_champ1_MissFortune,0.0
red_champ1_MonkeyKing,0.0
red_champ1_Mordekaiser,0.0
red_champ1_Naafiri,0.0
red_champ1_Nasus,0.0
objectivesStolenAssists,0.0
red_champ1_Neeko,0.0
red_champ1_Nidalee,0.0
red_champ1_Nocturne,0.0
red_champ1_Olaf,0.0
red_champ1_Orianna,0.0
red_champ1_Ornn,0.0
red_champ1_Pantheon,0.0
red_champ1_Poppy,0.0
red_champ1_Pyke,0.0
red_champ1_Qiyana,0.0
red_champ1_Quinn,0.0
red_champ1_Rammus,0.0
red_champ1_RekSai,0.0
red_champ1_Renekton,0.0
red_champ1_Rengar,0.0
red_champ1_Riven,0.0
red_champ1_Rumble,0.0
red_champ1_Ryze,0.0
red_champ1_Samira,0.0
red_champ1_Sejuani,0.0
red_champ1_Senna,0.0
red_champ1_Sett,0.0
red_champ1_Shaco,0.0
red_champ1_Shen,0.0
red_champ1_Singed,0.0
red_champ1_Sion,0.0
red_champ1_Skarner,0.0
red_champ1_Smolder,0.0
red_champ1_Soraka,0.0
red_champ1_Swain,0.0
red_champ1_Sylas,0.0
red_champ1_Syndra,0.0
red_champ1_TahmKench,0.0
red_champ1_Taliyah,0.0
red_champ1_Talon,0.0
red_champ1_Taric,0.0
red_champ1_Teemo,0.0
red_champ1_Thresh,0.0
red_champ1_Tristana,0.0
red_champ1_Trundle,0.0
red_champ1_Tryndamere,0.0
red_champ1_TwistedFate,0.0
red_champ1_Twitch,0.0
red_champ1_Udyr,0.0
red_champ1_Urgot,0.0
red_champ1_Varus,0.0
red_champ1_Vayne,0.0
red_champ1_Veigar,0.0
red_champ1_Vi,0.0
red_champ1_Viego,0.0
red_champ1_Viktor,0.0
red_champ1_Vladimir,0.0
red_champ1_Volibear,0.0
red_champ1_Warwick,0.0
red_champ1_Xerath,0.0
red_champ1_XinZhao,0.0
red_champ1_Yasuo,0.0
red_champ1_Yone,0.0
red_champ1_Yorick,0.0
red_champ1_Yuumi,0.0
red_champ1_Zac,0.0
red_champ1_Zed,0.0
red_champ1_Zeri,0.0
red_champ1_Zilean,0.0
red_champ1_Zoe,0.0
red_champ2_Aatrox,0.0
red_champ2_Ahri,0.0
red_champ2_Alistar,0.0
red_champ2_Ambessa,0.0
red_champ2_Amumu,0.0
red_champ2_Anivia,0.0
red_champ2_Annie,0.0
red_champ2_Ashe,0.0
red_champ2_AurelionSol,0.0
red_champ2_Aurora,0.0
red_champ2_Bard,0.0
red_champ2_Belveth,0.0
red_champ2_Brand,0.0
red_champ2_Braum,0.0
red_champ2_Briar,0.0
red_champ2_Caitlyn,0.0
red_champ2_Camille,0.0
red_champ2_Cassiopeia,0.0
red_champ2_Chogath,0.0
red_champ2_Corki,0.0
red_champ2_Darius,0.0
red_champ2_Diana,0.0
red_champ2_DrMundo,0.0
red_champ2_Draven,0.0
red_champ2_Ekko,0.0
red_champ2_Elise,0.0
red_champ2_Evelynn,0.0
red_champ2_Ezreal,0.0
red_champ2_FiddleSticks,0.0
red_champ2_Fiora,0.0
red_champ2_Galio,0.0
red_champ2_Gangplank,0.0
red_champ2_Garen,0.0
red_champ2_Gnar,0.0
red_champ2_Gragas,0.0
red_champ2_Graves,0.0
red_champ2_Gwen,0.0
red_champ2_Hecarim,0.0
red_champ2_Hwei,0.0
red_champ2_Irelia,0.0
red_champ2_Ivern,0.0
red_champ2_JarvanIV,0.0
red_champ2_Jax,0.0
red_champ2_Jayce,0.0
red_champ2_Jinx,0.0
red_champ2_KSante,0.0
red_champ2_Kaisa,0.0
red_champ2_Karthus,0.0
red_champ2_Kassadin,0.0
red_champ2_Kayle,0.0
red_champ2_Kayn,0.0
red_champ2_Kennen,0.0
red_champ2_Khazix,0.0
red_champ2_Kindred,0.0
red_champ2_Kled,0.0
red_champ2_Leblanc,0.0
red_champ2_LeeSin,0.0
red_champ2_Lillia,0.0
red_champ2_Lissandra,0.0
red_champ2_Lulu,0.0
red_champ2_Lux,0.0
red_champ2_Malphite,0.0
red_champ2_Malzahar,0.0
red_champ2_Maokai,0.0
red_champ2_MasterYi,0.0
red_champ2_MonkeyKing,0.0
red_champ2_Mordekaiser,0.0
red_champ2_Morgana,0.0
red_champ2_Naafiri,0.0
red_champ2_Nami,0.0
red_champ2_Nasus,0.0
turretKills,0.0
red_champ2_Neeko,0.0
red_champ2_Nidalee,0.0
red_champ2_Nocturne,0.0
red_champ2_Nunu,0.0
red_champ2_Olaf,0.0
red_champ2_Orianna,0.0
red_champ2_Ornn,0.0
red_champ2_Pantheon,0.0
red_champ2_Poppy,0.0
red_champ2_Qiyana,0.0
red_champ2_Rammus,0.0
red_champ2_RekSai,0.0
red_champ2_Renekton,0.0
red_champ2_Rengar,0.0
red_champ2_Rumble,0.0
red_champ2_Ryze,0.0
red_champ2_Sejuani,0.0
champLevel,0.0
red_champ2_Sett,0.0
red_champ2_Shaco,0.0
red_champ2_Shen,0.0
red_champ2_Shyvana,0.0
red_champ2_Singed,0.0
red_champ2_Sion,0.0
red_champ2_Sivir,0.0
red_champ2_Skarner,0.0
red_champ2_Smolder,0.0
championTransform,0.0
red_champ2_Taliyah,0.0
red_champ2_Talon,0.0
red_champ2_Taric,0.0
red_champ2_Teemo,0.0
red_champ2_Trundle,0.0
red_champ2_Tryndamere,0.0
red_champ2_TwistedFate,0.0
red_champ2_Twitch,0.0
red_champ2_Udyr,0.0
red_champ2_Urgot,0.0
red_champ2_Varus,0.0
red_champ2_Veigar,0.0
red_champ2_Vex,0.0
red_champ2_Vi,0.0
red_champ2_Viego,0.0
red_champ2_Viktor,0.0
red_champ2_Vladimir,0.0
red_champ2_Volibear,0.0
red_champ2_Warwick,0.0
red_champ2_Xayah,0.0
red_champ2_Xerath,0.0
red_champ2_XinZhao,0.0
red_champ2_Yasuo,0.0
red_champ2_Yone,0.0
red_champ2_Yorick,0.0
red_champ2_Yuumi,0.0
red_champ2_Zac,0.0
red_champ2_Zed,0.0
red_champ2_Zeri,0.0
red_champ2_Zilean,0.0
red_champ2_Zyra,0.0
red_champ3_Aatrox,0.0
red_champ3_Ahri,0.0
red_champ3_Akali,0.0
red_champ3_Akshan,0.0
red_champ3_Alistar,0.0
red_champ3_Ambessa,0.0
red_champ3_Amumu,0.0
red_champ3_Anivia,0.0
red_champ3_Annie,0.0
red_champ3_Aphelios,0.0
red_champ3_Ashe,0.0
red_champ3_AurelionSol,0.0
red_champ3_Aurora,0.0
red_champ3_Azir,0.0
red_champ3_Bard,0.0
red_champ3_Belveth,0.0
red_champ3_Brand,0.0
red_champ3_Braum,0.0
red_champ3_Briar,0.0
red_champ3_Caitlyn,0.0
red_champ3_Camille,0.0
red_champ3_Cassiopeia,0.0
red_champ3_Chogath,0.0
red_champ3_Corki,0.0
red_champ3_Darius,0.0
red_champ3_Diana,0.0
red_champ3_DrMundo,0.0
red_champ3_Draven,0.0
red_champ3_Ekko,0.0
red_champ3_Elise,0.0
red_champ3_Ezreal,0.0
red_champ3_FiddleSticks,0.0
red_champ3_Fiora,0.0
red_champ3_Fizz,0.0
red_champ3_Galio,0.0
red_champ3_Gangplank,0.0
red_champ3_Garen,0.0
red_champ3_Gnar,0.0
flex,0.0
red_champ3_Graves,0.0
red_champ3_Gwen,0.0
offense,0.0
red_champ3_Hwei,0.0
red_champ3_Irelia,0.0
red_champ3_Ivern,0.0
red_champ3_Janna,0.0
red_champ3_JarvanIV,0.0
red_champ3_Jax,0.0
red_champ3_Jayce,0.0
red_champ3_Jhin,0.0
red_champ3_Jinx,0.0
red_champ3_KSante,0.0
red_champ3_Kaisa,0.0
red_champ3_Kalista,0.0
red_champ3_Karma,0.0
red_champ3_Karthus,0.0
red_champ3_Kassadin,0.0
red_champ3_Katarina,0.0
red_champ3_Kayle,0.0
red_champ3_Kayn,0.0
red_champ3_Kennen,0.0
red_champ3_Khazix,0.0
red_champ3_Kled,0.0
red_champ3_KogMaw,0.0
red_champ3_Leblanc,0.0
red_champ3_LeeSin,0.0
red_champ3_Leona,0.0
red_champ3_Lillia,0.0
red_champ3_Lissandra,0.0
red_champ3_Lucian,0.0
red_champ3_Lulu,0.0
red_champ3_Lux,0.0
red_champ3_Malphite,0.0
red_champ3_Malzahar,0.0
red_champ3_Maokai,0.0
red_champ3_Mel,0.0
red_champ3_Milio,0.0
red_champ3_MissFortune,0.0
red_champ3_MonkeyKing,0.0
red_champ3_Mordekaiser,0.0
red_champ3_Morgana,0.0
red_champ3_Naafiri,0.0
red_champ3_Nami,0.0
red_champ3_Nasus,0.0
red_champ3_Nautilus,0.0
red_champ3_Neeko,0.0
red_champ3_Nidalee,0.0
red_champ3_Nilah,0.0
red_champ3_Nocturne,0.0
